Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
245,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
246,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
247,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
248,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
249,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
250,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,1 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
251,      Product Manager - AI Products ,    jupiter,3 - 6 yrs,,Bengaluru / Bangalore,"Were looking for a highly driven Product Manager to develop machine learning products at Jupiter. You will need a deep understanding of consumer behaviour ,  a passion for dat","mobile  ,  machine learning  ,  press"
252,AI Research Scientist ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Research Scientist Job DescriptionAbout PCL Lab: With access to latest computing technologies and computing at scale ,  Intel Labs / Parallel Computing Lab researchers foll","algorithms  ,  c    ,  data mining  ,  compilers  ,  artificial intelligence  ,  software engineering  ,  middleware  ,  c  ,  machine learning  ,  written communication  ,  high performance computing"
253,AI Research Scientist ,    Intel Technologies,0 - 3 yrs,,Bengaluru / Bangalore,"AI Research Scientist Job DescriptionAbout PCL Lab: With access to latest computing technologies and computing at scale ,  Intel Labs / Parallel Computing Lab researchers foll","algorithms  ,  c    ,  data mining  ,  compilers  ,  artificial intelligence  ,  software engineering  ,  middleware  ,  c  ,  machine learning  ,  written communication  ,  high performance computing"
254,AI / ML DEVELOPER ,    Ushyaku Software Solutions LLP,0 - 3 yrs,,Gurgaon,Job Description Creating Scalable Machine Learning systems that are highly performantIdentifying patterns in data streams and generating actionable insightsCustomizing Machine,"algorithms  ,  python  ,  data mining  ,  information retrieval  ,  machine learning  ,  artificial intelligence  ,  sql"
255,AI ML Software Architect ,    Intel Technologies,10 - 13 yrs,,Bengaluru / Bangalore,"AI ML Software Architect Job DescriptionWe are looking for AI SW Architect ,  who is passionate about AI and deep learning ,  to work on Intel EDGE SW platforms and enhance AI","algorithms  ,  cuda  ,  orchestration  ,  rest api  ,  storage  ,  linux  ,  software engineering  ,  python  ,  c  ,  c   programming  ,  kernel  ,  machine learning  ,  windows  ,  infrastructure"
256,      ML / AI Engineers ,    innData Analytics Private Limited,0 - 1 yrs,,Visakhapatnam,Roles and Responsibilities :innData Analytics is hiring ML /  AI Engineers at Visakhapatnam.Immediate joiners are preferred.Job Position: ML /  AI EngineersExperience: 0-1 Yea,"algorithms  ,  python  ,  c    ,  c  ,  machine learning  ,  javascript  ,  java  ,  data structures"
257,      Senior AI /  ML Developer ,    Wow Labz,0 - 3 yrs,,Bengaluru / Bangalore,Role  &  Responsibilities: Identify valuable data sources and automate collection processesStudy and transform data science prototypesResearch and Implement appropriate ML alg,"algorithms  ,  c    ,  scala  ,  sql  ,  java  ,  oops  ,  data structures  ,  hadoop  ,  python  ,  machine learning  ,  django"
258,AI /  ML developers ,    WBC Software Lab,4 - 7 yrs,,Chennai,JOB TITLE : AI /  ML developers Description : We need experienced AI / ML developers to work on latest Object recognition and Natural Language Processing toolsDuties and Respo,"PyTorch  ,  data representation  ,  appropriate datasets"
259,      Data Scientists-AI / ML ,    peopleplus professional services pvt ltd,3 - 7 yrs,,Bengaluru / Bangalore,We are seeking an outstanding Data Scientists in AI / ML who will help our team continue to grow and bring high value to the team. The ideal candidate should be:A professional,"algorithms  ,  python  ,  problem solving  ,  team player  ,  machine learning  ,  sql  ,  hadoop"
260,      Azure Voice AI Developer ,    Nihilent Technologies Pvt. Ltd.,5 - 8 yrs,,"Chennai,  Kolkata,  Pune",Skills: Responsibilities include analysing requirements for AI solutions and designing and implementing AI solutions using Speech servicesMinimum of 5  year experience in soft,"c#  ,  javascript  ,  gateway"
261,AI  /  GAMEPLAY TOOLS PROGRAMMER ,    APPLYCUP HIRING SOLUTIONS LLP,2 - 5 yrs,,Bengaluru / Bangalore,"AI  /  GAMEPLAY TOOLS PROGRAMMERBangalore ,  Karnataka Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 2 - 5 YearsSkills : C  /  C","c#  ,  c    ,  c  ,  games"
262,      Team Lead - ML / AI ,    Secninjaz,3 - 6 yrs,,"Delhi,  Delhi/NCR","Experience: 3  yearsLocation: New DelhiProven Knowledge of:Setting up and working on Machine Learning  &  Artificial Intelligence projects / products.designing efficient ,  sc","algorithms  ,  python  ,  svn  ,  machine learning  ,  artificial intelligence  ,  database  ,  git  ,  big data"
263,AI / ML Proficient ,    SmartData Enterprises India Ltd,5 - 8 yrs,,Mohali,"AI / ML Proficient in developing predictive models using linear regression ,  clustering ,  random forest algorithms.Experience in using computer vision technologies for objec","algorithms  ,  python  ,  developing predictive"
264,AI ML Expert ,    smartSense Consulting Solutions,3 - 6 yrs,,Gandhinagar,AI ML Expert We are looking for versatile and experienced technical additions to our development team in Gandhinagar. The position offers an extensive amount of ownership and ,"orchestration  ,  maven  ,  machine learning  ,  docker  ,  django  ,  unix"
265,AI ChatBot Developer ,    Celexsa Technologies Pvt Ltd,0 - 3 yrs,,Chennai,Location: ChennaiQualification: B.E.  /  MCA  /  MS IT  /  BCA  /  B.Sc.  ( Comp.Sci. ) Experience: Minimum 1 yrs experience required in Chatbot Development.gender: Male  /  F,"python  ,  natural language processing  ,  composer  ,  machine learning  ,  artificial intelligence  ,  sql  ,  docker  ,  django  ,  git  ,  postgresql  ,  cassandra  ,  mysql  ,  mongodb"
266,      CISO- Series C  AI ,    CAREERXPERTS CONSULTING,10 - 13 yrs,,Bengaluru / Bangalore,"CISO- Series C  AI by Sanish SinghonDecember 17 ,  2017 Our Client is the fastest growing e-commerce product discovery platform ,  applies artificial intelligence and advanced","com  ,  information technology  ,  artificial intelligence  ,  security  ,  iam  ,  c  ,  information management  ,  access management  ,  it  ,  cism"
267,      Data Scientist - AI Flagship ,    Schneider Electric Pvt Ltd,1 - 4 yrs,,Bengaluru / Bangalore,Roles  &  Responsibilities Identify and understand business problems: partner with business stakeholders to understand and communicate on business objectivesDefine analytical ,"hive  ,  algorithms  ,  hql  ,  pig  ,  hadoop  ,  technical skills  ,  big data  ,  python  ,  oracle  ,  machine learning  ,  infrastructure"
268,      Python Developer / AI Developer ,    JobsLo Consultants,2 - 7 yrs,,Delhi,"Job Description : Knowledge in Python ,  with the ability to build efficient REST API using Django REST Framework Knowledge of scheduling framework or event-driven programming","rest  ,  python  ,  github  ,  rdbms  ,  rest api  ,  nosql  ,  docker  ,  django  ,  oops  ,  debugging  ,  mvc"
269,AI / ML Lead ,    Typeset,0 - 3 yrs,,Bengaluru / Bangalore,Job Description Imagine an editor that doubles as an assistant. Helping you communicate your research better and according to journal standards; suggesting better references. ,"Content Intelligence  ,  authoring platform  ,  design"
270,AI / ML Developer ,    StartupFlux,0 - 3 yrs,,Noida/Greater Noida,"Excellent Aptitude Hardworking and Sincere Highly organized Passionate ,  self driven ,  self aware experience with graph database Neo4J or Neptune. practical knowledge and ha","elastic search  ,  database  ,  python  ,  neo4j  ,  natural language processing"
271,AI Research Lead ,    AlphaSense,8 - 11 yrs,,Pune,"About AlphaSense: AlphaSense is a market intelligence platform used by the world's leading companies and financial institutions. Since 2011 ,  our AI-based technology has help","lucene  ,  java  ,  debugging  ,  cloud computing  ,  python  ,  natural language processing  ,  director  ,  machine learning"
272,AI Software Architect ,    Intel Technology India Pvt Ltd,5 - 8 yrs,,Bengaluru / Bangalore,"AI Software Architect Job DescriptionArchitects ,  designs ,  and develops of AI software solutions. Scope may span the entire stack including firmware ,  drivers ,  traces , ","fundamentals  ,  algorithms  ,  c    ,  docker  ,  java  ,  git  ,  software engineering  ,  data structures  ,  python  ,  cache  ,  github  ,  c  ,  machine learning"
273,AI Software Architect ,    Intel Technologies,5 - 8 yrs,,Bengaluru / Bangalore,"AI Software Architect Job DescriptionArchitects ,  designs ,  and develops of AI software solutions. Scope may span the entire stack including firmware ,  drivers ,  traces , ","fundamentals  ,  algorithms  ,  c    ,  docker  ,  java  ,  git  ,  software engineering  ,  data structures  ,  python  ,  cache  ,  github  ,  c  ,  machine learning"
274,AI Software Architect ,    Intel Technologies,5 - 8 yrs,,Bengaluru / Bangalore,"AI Software Architect Job DescriptionArchitects ,  designs ,  and develops of AI software solutions. Scope may span the entire stack including firmware ,  drivers ,  traces , ","fundamentals  ,  algorithms  ,  c    ,  docker  ,  java  ,  git  ,  software engineering  ,  data structures  ,  python  ,  cache  ,  github  ,  c  ,  machine learning"
275,AI  Visual Computing TSS ,    Intel Technology India Pvt Ltd,2 - 5 yrs,,Bengaluru / Bangalore,AI  Visual Computing TSS Job DescriptionThis is a commission-based technical specialist position within DCG  ( Data Center Group )  Sales Group in Intel's SMG  ( Sales and Mar,"technical specialist  ,  linux  ,  debugging  ,  python  ,  cloud services  ,  c   programming  ,  team player  ,  machine learning  ,  written communication"
276,AI - ML Developer ,    ari global solutions,3 - 7 yrs,,Chennai,Job Description* The role involves use of technologies related to Data Science and Machine Learning to solve business problems and create IP around a product* Design and devel,"algorithms  ,  scala  ,  bi  ,  sql  ,  database  ,  java  ,  data structures  ,  mysql  ,  big data  ,  python  ,  oracle  ,  natural language processing  ,  machine learning  ,  nosql"
277,"      Software Engineer , Software Developer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.40 - 5.50 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune","Description:Must be proficient in development environments ,  debugging tools and source control systems.must have experience in cross platform development ,  must have worked","programmer  ,   software engineer  ,   Java  ,   J2ee  ,  Jsp  ,  Servlet"
278,"      Software Engineer , Fresher .net Developer ",    Aryan technologies,0 - 3 yrs,₹Rs 3.75 - 6.50 Lacs p.a.,"Ahmedabad,  Chennai,  Delhi/NCR,  Kolkata,  Noida/Greater Noida","Job Description:Fresher  .net DeveloperSoftware Development - Knowledge of .net , ASP .net or VB .net or c# .net or ASP or HTML or JavaScript or CSS or Database is preferred.c","ASP .net c#  ,  ASP .net Web Development  ,  ASP Programming  ,  ASP JScript  ,  ASP Scripting  ,  Asp.net"
279,AI Software Solutions Engineering Manager ,    Intel Technologies,6 - 9 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineering Manager Job DescriptionIntel delivers leadership AI software oneAPI AI Analytics toolkit  ( Tensorflow ,  Pytorch ,  Scikit Learn ,  XGBoost ","software engineering  ,  technical skills  ,  machine learning"
280,AI Software Solutions Engineering Manager ,    Intel Technology India Pvt Ltd,6 - 9 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineering Manager Job DescriptionIntel delivers leadership AI software oneAPI AI Analytics toolkit  ( Tensorflow ,  Pytorch ,  Scikit Learn ,  XGBoost ","software engineering  ,  technical skills  ,  machine learning"
281,      Trainee- Mobile App /  AI Apps ,    eurys infosystem pvt. ltd,0 - 2 yrs,,Noida/Greater Noida,Salary / Stipend As per Company policyMinimum Qualification B. Tech /  M. Tech  / MCA / BCATechnical SkillsExperience writing Android / IOS applicationsExperience writing appl,"laravel  ,  ip networking  ,  mobile  ,  javascript  ,  internet technologies  ,  mvvm  ,  java  ,  json  ,  php  ,  html  ,  mvc  ,  technical skills  ,  soap"
